,price,quantity,aux_quantity,midprice,macd,sma,diff,change,type_A,type_M,type_T,side_A,side_B
8638,22620000000,500,0,22610000000.0,2462492.865348816,22629000000.0,0.015025336496419994,-0.008113849737097079,1,0,0,1,0
8639,22610000000,100,1300,22615000000.0,2151082.5585632324,22625666666.666668,-0.0019247647558544966,-0.008113849737097079,0,0,1,0,1
8640,22610000000,300,0,22615000000.0,-8384116.8673324585,22601333333.333332,-0.0019247647558544966,-0.008174993602343398,1,0,0,1,0
8641,22710000000,700,700,22655000000.0,344260.39194869995,22604333333.333332,0.06575592865883384,-0.007741899200982256,0,1,0,1,0
8642,22600000000,1400,0,22655000000.0,-8089189.276199341,22604333333.333332,-0.058307056362936316,-0.008718203779785287,1,0,0,0,1
8643,22600000000,600,0,22615000000.0,110894.46544265747,22604000000.0,-0.013223166563455343,-0.00816278642059504,1,0,0,0,1
8644,22630000000,100,0,22615000000.0,851384.8524780273,22604666666.666668,0.020672038859352867,-0.007778944442339317,1,0,0,1,0
8645,22610000000,1800,0,22665000000.0,885003.843914032,22605000000.0,-0.05827968751559018,-0.008015673021166483,1,0,0,0,1
8646,22570000000,22,0,22665000000.0,5422524.735424042,22616000000.0,-0.10337359563452682,-0.008021829437906653,1,0,0,0,1
8647,22570000000,221,0,22615000000.0,3713609.7643432617,22615000000.0,-0.047118371986263556,-0.008052434904134181,1,0,0,0,1
8648,22480000000,452,904,22615000000.0,-2212281.757583618,22609666666.666668,-0.14880398825468535,-0.008052434904134181,0,1,0,0,1
8649,22430000000,226,0,22605000000.0,-7724375.004901886,22603666666.666668,-0.19408506375832094,-0.007797621052550334,1,0,0,0,1
8650,22630000000,700,700,22605000000.0,292901.28271102905,22612000000.0,0.0319829361345575,-0.00806471787072676,0,1,0,1,0
8651,22810000000,452,0,22625000000.0,6600867.048221588,22618666666.666668,0.21265248486662602,-0.008070906930808216,1,0,0,1,0
8652,22440000000,452,0,22625000000.0,554608.9607543945,22613000000.0,-0.20520361257073413,-0.007872890296497414,1,0,0,0,1
8653,22760000000,226,0,22620000000.0,5236065.320617676,22618000000.0,0.1618670973462223,-0.007978406975978588,1,0,0,1,0
8654,22730000000,500,0,22620000000.0,20161353.79578781,22640000000.0,0.1279793842323042,-0.007941237994380802,1,0,0,1,0
8655,22740000000,226,0,22600000000.0,22177078.28666687,22644333333.333332,0.1620070466039218,-0.00807085935402305,1,0,0,1,0
8656,22430000000,226,0,22600000000.0,1216867.7933692932,22624000000.0,-0.18847587654859183,-0.007934874250709077,1,0,0,0,1
8657,22520000000,700,700,22610000000.0,-2042784.8770370483,22621000000.0,-0.09798366698828949,-0.008113849737097079,0,1,0,0,1
8658,22620000000,1400,0,22610000000.0,-900991.6830329895,22626000000.0,0.015025336496419994,-0.00807087839738211,1,0,0,1,0
8659,22620000000,1400,0,22615000000.0,-750016.8467445374,22621333333.333332,0.009373637051749185,-0.008113849737097079,1,0,0,1,0
8660,22620000000,1400,0,22615000000.0,-30129207.176952362,22577333333.333332,0.009373637051749185,-0.008113849737097079,1,0,0,1,0
8661,22600000000,200,0,22610000000.0,-27579845.367355347,22576666666.666668,-0.007576464200522469,-0.008107719121278417,1,0,0,0,1
8662,22520000000,100,100,22610000000.0,-12450606.904792786,22573666666.666668,-0.09798366698828949,-0.008132225326566354,0,1,0,0,1
8663,22740000000,226,0,22580000000.0,-6801183.766971588,22578000000.0,0.18477907344036443,-0.008138377625695447,1,0,0,1,0
8664,22350000000,226,0,22580000000.0,-12221941.90958786,22551000000.0,-0.2565416049599064,-0.007778419041832076,1,0,0,0,1
8665,22610000000,4200,0,22615000000.0,-10446394.697525024,22513333333.333332,-0.0019247647558544966,-0.007866546465929058,1,0,0,0,1
8666,22440000000,452,0,22615000000.0,21316762.14100647,22633000000.0,-0.1939975954850944,-0.00783532290922146,1,0,0,0,1
8667,22480000000,452,0,22610000000.0,15405894.963729858,22629000000.0,-0.1431872683821744,-0.008107719121278417,1,0,0,0,1
8668,22620000000,200,0,22610000000.0,3672699.1733932495,22637666666.666668,0.015025336496419994,-0.008132225326566354,1,0,0,1,0
8669,22730000000,678,0,22605000000.0,7163562.487312317,22641666666.666668,0.14501693608099814,-0.008089305558114431,1,0,0,1,0
8670,22480000000,678,0,22605000000.0,2374674.533935547,22637333333.333332,-0.13756806378510344,-0.007922488503778406,1,0,0,0,1
8671,22630000000,700,700,22570000000.0,2795993.42004776,22638000000.0,0.07165000731647263,-0.00802144082139529,0,1,0,1,0
8672,22620000000,400,0,22570000000.0,2091441.814174652,22600666666.666668,0.06032907878838225,-0.00815676404782769,1,0,0,1,0
8673,22620000000,4200,0,22610000000.0,2188399.5003814697,22597333333.333332,0.015025336496419994,-0.008119977642053118,1,0,0,1,0
8674,22620000000,200,0,22610000000.0,2869116.1527137756,22651666666.666668,0.015025336496419994,-0.008132225326566354,1,0,0,1,0
8675,22610000000,4200,0,22605000000.0,1815971.958000183,22651333333.333332,0.009376136145271646,-0.007928702682212938,1,0,0,1,0
8676,22440000000,452,0,22605000000.0,-31984571.468048096,22547333333.333332,-0.182781663763678,-0.007885145227218,1,0,0,0,1
8677,22600000000,500,0,22655000000.0,-29074768.509044647,22546666666.666668,-0.058307056362936316,-0.008089359775430497,1,0,0,0,1
8678,22710000000,700,700,22655000000.0,-12165496.472614288,22546666666.666668,0.06575592865883384,-0.008101610163630023,0,1,0,1,0
8679,22480000000,452,0,22610000000.0,-14632420.746616364,22542333333.333332,-0.1431872683821744,-0.008119977642053118,1,0,0,0,1
8680,22600000000,300,500,22610000000.0,14716178.821727753,22617000000.0,-0.007576464200522469,-0.008168903506032284,0,1,0,0,1
8681,22770000000,226,0,22615000000.0,18964720.368556976,22619000000.0,0.1788496641657817,-0.00805858863230191,1,0,0,1,0
8682,22730000000,678,0,22615000000.0,6283307.947021484,22642333333.333332,0.13365605693537266,-0.008083176304033601,1,0,0,1,0
8683,22620000000,700,700,22565000000.0,5965767.907409668,22643000000.0,0.06600333988533218,-0.00819345969810239,0,1,0,1,0
8684,22710000000,700,700,22565000000.0,2502452.870147705,22614666666.666668,0.16791427327378008,-0.008144523170160553,0,1,0,1,0
8685,22610000000,1400,0,22560000000.0,2195380.017475128,22615000000.0,0.060354169498772564,-0.00792210415852068,1,0,0,1,0
8686,22610000000,400,0,22560000000.0,-2256634.5086364746,22600000000.0,0.060354169498772564,-0.008113849737097079,1,0,0,1,0
8687,22590000000,600,0,22600000000.0,-2667719.4635276794,22604666666.666668,-0.007581464598907568,-0.007959697823214122,1,0,0,0,1
8688,22610000000,5500,0,22600000000.0,-2120727.2687034607,22605000000.0,0.015030336894805093,-0.00806470698157198,1,0,0,1,0
8689,22530000000,100,100,22575000000.0,21778951.02374649,22632666666.666668,-0.04720845891097362,-0.008113849737097079,0,1,0,0,1
8690,22500000000,700,700,22575000000.0,-5916301.421913147,22600666666.666668,-0.08116372228359044,-0.008132253796935164,0,1,0,0,1
8691,22600000000,5500,0,22595000000.0,19262272.695350647,22632333333.333332,0.00937863745086617,-0.008113849737097079,1,0,0,1,0
8692,22510000000,200,0,22595000000.0,-35174234.53071976,22587000000.0,-0.0923969860016812,-0.007990637849494695,1,0,0,0,1
8693,22510000000,500,0,22555000000.0,-35112848.56659317,22584333333.333332,-0.047253622196328976,-0.008162916369743518,1,0,0,0,1
8694,22600000000,500,0,22555000000.0,-29358171.432491302,22583666666.666668,0.05470249449222366,-0.008162916369743518,1,0,0,1,0
8695,22640000000,22,0,22605000000.0,-25521268.639549255,22584666666.666668,0.04328633612920043,-0.008168915659182157,1,0,0,1,0
8696,22460000000,200,0,22605000000.0,-22758118.17359543,22582666666.666668,-0.1601748637743893,-0.00800305754209579,1,0,0,0,1
8697,22600000000,1500,0,22590000000.0,-20537948.795898438,22582333333.333332,0.015035341720278884,-0.007903688836127116,1,0,0,1,0
8698,22640000000,200,0,22590000000.0,2731562.563686371,22592666666.666668,0.060278964009593705,-0.007897459374825062,1,0,0,1,0
8699,22610000000,200,0,22540000000.0,3233042.3247146606,22593000000.0,0.08307641033394826,-0.008187433402892186,1,0,0,1,0
8700,22470000000,200,0,22540000000.0,-7635515.824790955,22582666666.666668,-0.07562753803805357,-0.008021317417546145,1,0,0,0,1
8701,22500000000,200,0,22590000000.0,-9617254.308132172,22579333333.333332,-0.09807371400301951,-0.008052366786528856,1,0,0,0,1
8702,22590000000,200,0,22590000000.0,2432157.624031067,22596666666.666668,0.0037244361479473443,-0.008144489261877266,1,0,0,0,1
8703,22590000000,200,0,22595000000.0,2181550.476360321,22596333333.333332,-0.0019297651549714811,-0.008107715050484385,1,0,0,0,1
8704,22600000000,156,0,22595000000.0,1685244.5476112366,22596000000.0,0.00937863745086617,-0.00787880676980988,1,0,0,1,0
8705,22710000000,2260,0,22590000000.0,5282996.601242065,22600000000.0,0.13945530301590314,-0.007841268909848334,1,0,0,1,0
8706,22550000000,800,0,22590000000.0,2516366.644016266,22599333333.333332,-0.04151918614137031,-0.0077345122093686715,1,0,0,0,1
8707,22600000000,1400,0,22595000000.0,2471286.0274162292,22599333333.333332,0.00937863745086617,-0.008168939981585906,1,0,0,1,0
8708,22580000000,200,0,22595000000.0,-681291.294757843,22594666666.666668,-0.013238167760811971,-0.008033886425177408,1,0,0,0,1
8709,22600000000,200,0,22585000000.0,-480298.4038505554,22595666666.666668,0.020694550618542955,-0.007996772420910559,1,0,0,1,0
8710,21450000000,100,100,22585000000.0,-70198987.44229126,22510666666.666668,-1.2803475587937494,-0.008113849737097079,0,1,0,0,1
8711,22600000000,400,0,22580000000.0,-63010129.88371658,22510666666.666668,0.026356265809502313,-0.008119985781842743,1,0,0,1,0
8712,22450000000,226,0,22580000000.0,-23582498.668376923,22477000000.0,-0.14338245665214294,-0.007971966847118981,1,0,0,0,1
8713,22460000000,678,1130,22590000000.0,-23992971.770549774,22476000000.0,-0.14331733629233717,-0.008021522907929337,0,1,0,0,1
8714,22720000000,452,678,22590000000.0,-16064017.561519623,22480666666.666668,0.1507662085882347,-0.008009166169006734,0,1,0,1,0
8715,22430000000,452,0,22580000000.0,-18057303.27178192,22475666666.666668,-0.16601428631369508,-0.007916051242066525,1,0,0,0,1
8716,22730000000,226,0,22580000000.0,-10303883.196250916,22480666666.666668,0.1734631586095926,-0.007897362793543078,1,0,0,1,0
8717,22740000000,226,0,22545000000.0,-2949405.5219917297,22485666666.666668,0.22472733963604144,-0.008008956428999427,1,0,0,1,0
8718,22560000000,300,0,22545000000.0,-1800998.2492370605,22476000000.0,0.020724659493185783,-0.008126138149474006,1,0,0,0,1
8719,22420000000,452,0,22575000000.0,-5351556.859203339,22508000000.0,-0.17171109127723053,-0.00788483878973268,1,0,0,0,1
8720,22580000000,600,0,22575000000.0,8344320.543159485,22555666666.666668,0.009383646710049674,-0.008132253796935164,1,0,0,0,1
8721,22580000000,1400,0,22590000000.0,8832710.508514404,22560000000.0,-0.00758646942438136,-0.008040037449171231,1,0,0,0,1
8722,22420000000,226,452,22590000000.0,5366778.483364105,22555666666.666668,-0.18856095858165767,-0.007891227133754456,0,1,0,0,1
8723,22580000000,200,0,22665000000.0,6066077.536663055,22555666666.666668,-0.09210011860479479,-0.00789196970414586,1,0,0,0,1
8724,22440000000,226,0,22665000000.0,13514229.52873993,22575333333.333332,-0.24992879702107443,-0.00784841318765505,1,0,0,0,1
8725,22630000000,226,0,22545000000.0,14897778.335632324,22581333333.333332,0.10005903510429473,-0.008187417126920983,1,0,0,1,0
8726,22590000000,500,0,22545000000.0,11829309.727077484,22578000000.0,0.05472510618366267,-0.008175183027905125,1,0,0,1,0
8727,22590000000,100,100,22585000000.0,11976859.942653656,22573000000.0,0.009381140971477324,-0.008101572211464231,0,0,1,1,0
8728,22580000000,100,0,22585000000.0,10353207.59615326,22581666666.666668,-0.0019322686755854721,-0.008113849737097079,1,0,0,0,1
8729,22580000000,200,0,22590000000.0,10085145.033924103,22581666666.666668,-0.00758646942438136,-0.0081506090396384,1,0,0,0,1
8730,22590000000,4600,0,22590000000.0,-13138598.55632782,22565666666.666668,0.0037244361479473443,-0.008021522907929337,1,0,0,0,1
8731,23730000000,100,100,22640000000.0,24930295.413116455,22604000000.0,1.233890332782355,-0.00810160205078857,0,1,0,1,0
8732,22600000000,500,0,22640000000.0,17896594.28258896,22596666666.666668,-0.04141926648083867,-0.008046353244894798,1,0,0,1,0
8733,22590000000,1400,0,22595000000.0,16512726.720657349,22590333333.333332,-0.0019297651549714811,-0.008113849737097079,1,0,0,0,1
8734,22760000000,226,0,22595000000.0,34296618.92560196,22674666666.666668,0.1903130791442856,-0.008089294685831382,1,0,0,1,0
